"","gvkey","conm","tic","cusip","cik","sic","naics","gsubind","gind","year1","year2"
"4499","023337","TYME TECHNOLOGIES INC","TYME","90238J103","0001537917","2836","325414","35201010","352010",2014,2021
"4500","023339","KEMPHARM INC","KMPH","488445206","0001434647","2834","325412","35202010","352020",2013,2021
"4501","023351","GLOBAL X MSCI SUPERDIV EMERG","SDEM","37950E119",NA,"6722","525910",NA,NA,2015,2021
"4502","023352","GLOBAL X SUPERDIV REIT ETF","SRET","37950E127",NA,"6722","525910",NA,NA,2015,2021
"4503","023353","GOLDMAN SACHS BDC INC","GSBD","38147U107","0001572694","6797","523999","40203010","402030",2013,2021
"4504","023354","JOURNAL MEDIA GROUP INC","JMG","48114A109","0001622893","2711","511110","25401040","254010",2009,2015
"4505","023357","QNB CORP","QNBC","74726N107","0000750558","6020","522110","40101015","401010",2004,2021
"4506","023358","CIDARA THERAPEUTICS INC","CDTX","171757107","0001610618","2836","325414","35201010","352010",2013,2021
"4507","023360","BECTON DICKINSON &-PRO FORMA","BDX.R","07599V939",NA,"3841","339112",NA,NA,2014,2014
"4508","023361","ACTAVIS PLC -PRO FORMA","ACT.Q","00499K939",NA,"2834","325412",NA,NA,2013,2014
"4509","023362","AEQUUS PHARMACEUTICALS INC","AQSZF","007636103","0001664767","2834","325412","35202010","352020",2013,2021
"4510","023363","ZAIS GROUP HLDGS INC","ZAIS","98887G106","0001562214","6282","523920","40203010","402030",2013,2017
"4511","023368","WAYNE FARMS INC -REDH","WNFM","94604J101","0001636032","2015","311615","30202030","302020",2012,2013
"4512","023369","STRATEGIC ACQUISITIONS INC","STQN","86269D106","0000847942","9995","999990",NA,NA,2014,2021
"4513","023370","SHINECO INC","SISI","824567309","0001300734","2834","325412","30302010","303020",2015,2021
"4514","023378","ISHARES EXPNENTL TECHNOL ETF","XT","46434V381",NA,"6722","525910",NA,NA,2015,2021
"4515","023385","QUESTRADE RUSS US MIDCAP VAL","QMV.","74840E108",NA,"6722","525910",NA,NA,2015,2016
"4516","023388","QUESTRADE RUSS US MDCP GRWTH","QMG.","74840B104",NA,"6722","525910",NA,NA,2015,2016
"4517","023391","NORTH STATE TELECOMMUN CORP","NORSA","662642107",NA,"4813","517311","50101020","501010",2015,2019
"4518","023392","QUESTRD RU1000 EQ WT US TECH","QRT.","74840J107",NA,"6722","525910",NA,NA,2015,2016
"4519","023393","QUESTRD RU1000 EQ WT US INDL","QRI.","74840F105",NA,"6722","525910",NA,NA,2015,2016
"4520","023394","QUESTRD RU1000 EQ WT US HLTH","QRH.","74840G103",NA,"6722","525910",NA,NA,2015,2016
"4521","023395","QUESTRD RU1000 EQ WT US CONS","QRD.","74840H101",NA,"6722","525910",NA,NA,2015,2016
"4522","023400","IQ HEDGE EVENT-DRIVEN TRAKR","QED","45409B404",NA,"6722","525910",NA,NA,2015,2021
"4523","023401","IQ HEDGE LONG/SHORT TRACKER","QLS","45409B305",NA,"6722","525910",NA,NA,2015,2021
"4524","023402","HARTFORD MULTI GLO SM CP ETF","ROSC","518416508",NA,"6722","525910",NA,NA,2015,2021
"4525","023403","FUTURELAND CORP","FUTL","36117L107","0001424549","6519","531190","60102020","601020",2014,2018
"4526","023404","UPD HOLDING CORP","UPDC","90321C106","0000836937","2834","325412","30302010","303020",2014,2021
"4527","023407","BLUEPRINT MEDICINES CORP","BPMC","09627Y109","0001597264","2836","325414","35201010","352010",2013,2021
"4528","023408","HARVEST US EQUITY PL IN ETF","HUL.","41756A107",NA,"6726","525990",NA,NA,2017,2021
"4529","023422","RITTER PHARMACEUTICALS INC","RTTR","767836307",NA,"2836","325414","35202010","352020",2013,2019
"4530","023423","APIGEE CORP","APIC","03765N108","0001324772","7370","519130","45101010","451010",2012,2016
"4531","023424","COMMERCIAL CREDIT INC -REDH","CCR.3","201616109","0001628331","6159","522298","40201040","402010",2012,2013
"4532","023432","VIRTU FINANCIAL INC","VIRT","928254101","0001592386","6211","523120","40203020","402030",2012,2021
"4533","023433","BLACK STONE MINERALS LP","BSM","09225M101","0001621434","1311","211120","10102020","101020",2013,2021
"4534","023434","KAOPU GROUP INC","LNGB","54289V100","0001602706","6411","524210","25302020","253020",2014,2018
"4535","023449","ECOLOMONDO CORP","ECLMF","27900T100","0001613288","3559","333249","20201050","202010",2016,2021
"4536","023450","NORTHRIM BANCORP INC","NRIM","666762109","0001163370","6020","522110","40101015","401010",1990,2021
"4537","023464","OPTIMIZERX CORP","OPRX","68401U204","0001448431","7370","519130","35103010","351030",2013,2021
"4538","023465","LOUISVILLE GAS AND ELECTRIC","PPL6","69399J003","0000060549","4931","22111","55103010","551030",1951,2021
"4539","023467","NUVEEN CA INVT QUAL MUN FD","NQC","67062A101","0000868440","6726","525990",NA,NA,1990,2013
"4540","023468","NUVEEN NY INVT QUAL MUN FD","NQN","67062X101","0000868449","6726","525990",NA,NA,1990,2012
"4541","023473","BEMAX INC","BMXC","081360307","0001613895","5190","424990","25501010","255010",2014,2016
"4542","023481","SPROTT JUNIOR GOLD MINRS ETF","SGDJ","85210B201",NA,"6722","525910",NA,NA,2015,2021
"4543","023485","COVANTA HOLDING CORP","CVA","22282E102","0000225648","4950","562119","20201050","202010",1990,2020
"4544","023490","CANNAPHARMARX INC","CPMD","13765D109","0001081938","2834","325412","35202010","352020",2013,2014
"4545","023494","CODE REBEL CORP","CDRBQ","19200J106","0001613011","7370","511210","45103010","451030",2013,2015
"4546","023495","MULTIVIR INC  -REDH","MVIR","62548C102","0001613490","2836","325414","35201010","352010",2013,2014
"4547","023496","GENNUM CORP","GND.","37232H104",NA,"3674","334413","45301020","453010",1993,2011
"4548","023500","CATHAY GENERAL BANCORP","CATY","149150104","0000861842","6020","522110","40101015","401010",1989,2021
"4549","023504","GREAT BASIN GOLD LTD","GBGLF","390124105","0000865492","1040","212221","15104030","151040",1986,2011
"4550","023521","COLUCID PHARMACEUTICALS INC","CLCD","19716T101","0001348649","2836","325414","35201010","352010",2013,2015
"4551","023532","NUVEEN QUALITY MUNI FD INC","NQI","67062N103","0000869405","6726","525990",NA,NA,1990,2015
"4552","023534","VIDEOCON D2H LTD  -ADR","VDTH","92657J101","0001629220","4841","515210","25401025","254010",2013,2016
"4553","023535","EMTEC INC","ETEC","292468204","0000005117","7373","541512","45102010","451020",2000,2012
"4554","023537","CONSOL COAL RESOURCES LP","CCR","20855T100","0001637558","1220","212112","10102050","101020",2013,2019
"4555","023539","ANTERIOS INC  -REDH","ANTE.1","03675F104","0001390085","2836","325414","35201010","352010",2013,2014
"4556","023540","HORIZON GLOBAL CORP","HZN","44052W104","0001637655","3714","336390","25101010","251010",2013,2021
"4557","023546","CERIDIAN HCM HOLDING","CDAY","15677J108","0001725057","7370","519130","45103010","451030",2015,2021
"4558","023547","DACOTAH BANKS INC","DBIN","233422104",NA,"6020","522110","40101015","401010",2015,2021
"4559","023548","RECON CAPITAL FTSE 100 ETF","UK.2","75623U300",NA,"6722","525910",NA,NA,2015,2015
"4560","023549","GELESIS INC  -REDH","GLSS","36850R105","0001385374","2834","325412","35201010","352010",2013,2014
"4561","023550","OMEGA HEALTHCARE -PRO FORMA","OHI.P","68199Z936",NA,"6798","531190",NA,NA,2013,2014
"4562","023552","PROFESSIONAL HOLDING CORP","PFHD","743139107","0001630856","6020","522110","40101015","401010",2018,2021
"4563","023553","PACIFIC CAPITAL BANCORP","PCBC.3","69404P200","0000357264","6020","522110","40101015","401010",1993,2011
"4564","023554","BAKER BOYER BANCORP","BBBK","057124109",NA,"6020","522110","40101015","401010",2010,2021
"4565","023555","COLLEGIUM PHARMACEUTICAL INC","COLL","19459J104","0001267565","2834","325412","35202010","352020",2013,2021
"4566","023556","COMMUNITY HEALTHCARE TRUST","CHCT","20369C106","0001631569","6798","531120","60101050","601010",2014,2021
"4567","023557","DAVIDSTEA INC","DTEA","238661102","0001627606","5400","445299","25504040","255040",2012,2021
"4568","023561","INFINITY ENERGY RESOURCES","IFNY","45663L502","0000822746","1311","211120","10102020","101020",1991,2021
"4569","023563","TROIKA MEDIA GROUP INC","TRKA","89689F305","0001021096","7310","5418","50201010","502010",2014,2021
"4570","023569","MILACRON HOLDINGS CORP","MCRN","59870L106","0001637913","3559","333249","20106020","201060",2010,2018
"4571","023570","HELIX BIOMEDIX INC","HXBM","423287507","0000831749","2836","325414","35201010","352010",1998,2014
"4572","023571","INNOVATION ECONOMY CORP-REDH","MYIE","457696102","0001563004","7389","561990","25201040","252010",2013,2014
"4573","023574","ADAPTIMMUNE THERAPEUTICS","ADAP","00653A107","0001621227","2836","325414","35201010","352010",2013,2021
"4574","023577","TANDY BRANDS ACCESSORIES INC","TBACQ","875378101","0000869487","2300","315990","25203010","252030",1990,2013
"4575","023587","HAYNES INTERNATIONAL INC","HAYN","420877201","0000858655","3310","331110","15104050","151040",1990,2021
"4576","023591","GROEN BROS AVIATION INC","GNBA","398743104","0000870743","3721","336411","20101010","201010",1998,2012
"4577","023593","FLAHERTY & CRUMRINE PFD INCM","PFD","338480106","0000868578","6726","525990",NA,NA,1991,2021
"4578","023594","BOJANGLES' INC","BOJA","097488100","0001630132","5812","722513","25301040","253010",2011,2017
"4579","023598","INNO TR INNOVATOR IBD 50 ETF","FFTY","45782C102",NA,"6722","525910",NA,NA,2015,2021
"4580","023599","WISDOMTREE JPN HGD QLTY DIV","JHDG","97717X586",NA,"6722","525910",NA,NA,2015,2018
"4581","023602","DEUTSCHE X-TRKRS DJ HDGD INT","DBRE","233051689",NA,"6722","525910",NA,NA,2015,2016
"4582","023604","DEUTSCHE X-TRKRS S&P HDGD GL","DBIF","233051671",NA,"6722","525910",NA,NA,2015,2016
"4583","023614","INVESCO S&P 500 EXRT SLV ETF","XRLV","46138E388",NA,"6722","525910",NA,NA,2015,2021
"4584","023615","HORIZONS US 7-10 YR TREAS BD","HTB.","44056K106",NA,"6722","525910",NA,NA,2015,2021
"4585","023616","ADVANCED PHOTONIX INC  -CL A","API.1","00754E107","0000869986","3674","334413","45203010","452030",1990,2013
"4586","023620","MERA PHARMACEUTICALS INC","MRPI","58732R103","0000837490","2834","325412","35201010","352010",1997,2011
"4587","023623","SANARA MEDTECH INC","SMTI","79957L100","0000714256","3842","339113","35101020","351010",1991,2021
"4588","023627","ATYR PHARMA INC","LIFE","002120202","0001339970","2836","325414","35201010","352010",2013,2021
"4589","023630","FENIX PARTS INC","FENX","31446L100","0001615153","5010","4231","25501010","255010",2014,2016
"4590","023635","RECIPE UNLIMITED CORP","RCPUF","75622P104",NA,"5812","722511","25301040","253010",2013,2021
"4591","023643","SPDR MSCI USA STRATEGICFACTR","QUS","78468R812",NA,"6722","525910",NA,NA,2015,2021
"4592","023644","DIREXION DLY CSI 300 CH A BU","CHAU","25490K869",NA,"6722","525910",NA,NA,2015,2021
"4593","023645","LIGHTBEAM ELECTRIC CO  -REDH","LEC","53299B930","0001629489","4991","221114","55105020","551050",2014,2014
"4594","023647","TIDEWATER MIDSTREAM INFRASTR","TWMIF","886453109","0001646700","4923","221210","10102040","101020",2015,2021
"4595","023649","HORIZONS ACTIVE CDN MUN BOND","HMP.","44052Y100",NA,"6722","525910",NA,NA,2015,2021
"4596","023650","SHOPIFY INC","SHOP","82509L107","0001594805","7370","519130","45102030","451020",2012,2021
"4597","023653","TITANIUM TRANSPORTATION GP","TTTGF","888341104",NA,"4210","4841","20304020","203040",2013,2021
"4598","023663","ALPHAMARK ACTIVELY MGD SM CP","SMCP","26922A834",NA,"6722","525910",NA,NA,2015,2021
"4599","023666","INVESCO VALUE MUNI BD TR","IMC.3","46130Y101","0000861185","6726","525990",NA,NA,1991,2011
"4600","023667","KONINKLIJKE AHOLD DELHAIZE","ADRNY","500467501","0000854499","5411","445110","30101030","301010",1988,2021
"4601","023669","DUNDEE ACQUISITION LTD","7315B","26599B933",NA,"9995","999990",NA,NA,2015,2016
"4602","023671","NOKIA OYJ","NOK","654902204","0000924613","3663","334220","45201020","452010",1993,2021
"4603","023674","NUVEEN N J INVT QUAL MUN FD","NQJ","670971100","0000870778","6726","525990",NA,NA,1991,2014
"4604","023675","NUVEEN PA QUAL MUN INCM FD","NQP","670972108","0000870780","6726","525990",NA,NA,1991,2022
"4605","023688","PURPOSE INTL DIVIDEND FD","PID.","74640N100",NA,"6722","525910",NA,NA,2015,2021
"4606","023695","PURPOSE INTL TACTICAL HDG EQ","PHW.","74640P105",NA,"6722","525910",NA,NA,2015,2021
"4607","023696","GLOBAL X MSCI PAKISTAN ETF","PAK","37954Y335",NA,"6722","525910",NA,NA,2015,2021
"4608","023697","SONIC CORP","SONC","835451105","0000868611","5812","722513","25301040","253010",1990,2018
"4609","023698","ALTABANCORP","ALTA","021347109","0001636286","6020","522110","40101015","401010",2013,2020
"4610","023699","GPM PETROLEUM LP -REDH","GPMP","36199C934","0001638694","5172","424720","25504050","255040",2013,2014
"4611","023703","BAOZUN INC","BZUN","06684L103","0001625414","5961","454110","25502020","255020",2013,2021
"4612","023704","INVUITY INC","IVTY","46187J205","0001393020","3841","339112","35101010","351010",2013,2017
"4613","023705","PAVMED INC","PAVM","70387R106","0001624326","3841","339112","35101010","351010",2014,2021
"4614","023709","JADESTONE ENERGY PLC","JADSF","46989Q100","0001577254","1311","2111","10102020","101020",2015,2021
"4615","023713","GP INVESTMENTS ACQUISITION","GPIA","G40357124",NA,"9995","999990",NA,NA,2015,2016
"4616","023714","COMMUNITY HEALTH SYSTEMS INC","CYH","203668108","0001108109","8062","622110","35102020","351020",1990,2021
"4617","023721","ELECTRUM SPECIAL ACQUISITION","ELEC","G3105C104","0001639669","9995","999990",NA,NA,2015,2017
"4618","023730","IONIX TECHNOLOGY INC","IINX","46222Q107","0001528308","3577","334118","45202030","452020",2015,2021
"4619","023731","CANAGOLD RESOURCES LTD","CRCUF","136842101","0000868822","1040","21222","15104030","151040",1993,2021
"4620","023745","TECHNOVATIVE GROUP INC","TEHG","87874X206","0001523855","7370","519130","45103010","451030",2015,2017
"4621","023746","GLOBAL X GURU ACTIVIST ETF","ACTX.1","37954Y608",NA,"6722","525910",NA,NA,2015,2016
"4622","023750","CAREY WATERMARK INVESTORS","CRYW","14179A103","0001430259","6798","531120","60101030","601010",2010,2017
"4623","023752","PEOPLES BANCORP AUBURN IN","PBNI","709788202","0000869004","6035","522120","40102010","401020",1987,2014
"4624","023753","DORMAN PRODUCTS INC","DORM","258278100","0000868780","3714","336390","25101010","251010",1990,2021
"4625","023754","GREENSPACE BRANDS INC","JTR.","39572A103","0001729993","2000","3116","30202030","302020",2015,2020
"4626","023756","ISHARES MSCI USA MULTIFACTOR","LRGF","46434V282",NA,"6722","525910",NA,NA,2015,2021
"4627","023757","ISHARES EDGE MSCI MLT USA SM","SMLF","46434V290",NA,"6722","525910",NA,NA,2015,2021
"4628","023759","ISHARES MSCI INTL SMALL-CAP","ISCF","46434V266",NA,"6722","525910",NA,NA,2015,2021
"4629","023760","ISHARES MSCI GLOBAL MULTIFAC","ACWF","46434V316",NA,"6722","525910",NA,NA,2015,2021
"4630","023763","ISHARES INTL EQ FACT ETF","INTF","46434V274",NA,"6722","525910",NA,NA,2015,2021
"4631","023766","U S GLOBAL JETS ETF","JETS","26922A842",NA,"6722","525910",NA,NA,2015,2021
"4632","023767","ATMEL CORP","ATML","049513104","0000872448","3674","334413","45301020","453010",1991,2015
"4633","023768","VIDLER WATER RESOURCES INC","VWTR","92660E107","0000830122","6552","237210","20201050","202010",1993,2021
"4634","023790","CRYO-CELL INTERNATIONAL INC","CCEL","228895108","0000862692","8090","621999","35102015","351020",1996,2021
"4635","023793","PS BUSINESS PARKS","PSB","69360J107","0000866368","6798","531120","60101010","601010",1987,2021
"4636","023803","NUVEEN SELECT QUAL MUN FD","NQS","670973106","0000872064","6726","525990",NA,NA,1991,2015
"4637","023804","INNOVA GAMING GROUP INC","IVGMF","457690105","0001642048","3990","339999","25301010","253010",2012,2016
"4638","023809","AUTOZONE INC","AZO","053332102","0000866787","5531","441310","25504050","255040",1990,2021
"4639","023810","ION GEOPHYSICAL CORP","IOGPQ","462044207","0000866609","1382","541360","10101020","101010",1989,2020
"4640","023812","REGENERON PHARMACEUTICALS","REGN","75886F107","0000872589","2834","325412","35201010","352010",1990,2021
"4641","023813","VIRACTA THERAPEUTICS INC","VIRX","92765F108","0001061027","2836","325414","35201010","352010",2020,2021
"4642","023818","EVOLENT HEALTH INC","EVH","30050B101","0001628908","7372","511210","35103010","351030",2013,2021
"4643","023821","GANNETT CO INC -OLD","GCI.1","36473H104","0001635718","2711","511110","50201040","502010",2010,2018
"4644","023825","VALDOR TECHNOLOGY INTL INC","VTIFF","919067207","0001603210","3357","335921","45201020","452010",1988,2020
"4645","023827","COLUMBIA PIPELINE GROUP INC","CPGX","198280109","0001629995","4922","486210","10102040","101020",2011,2015
"4646","023843","WINGSTOP INC","WING","974155103","0001636222","5812","722511","25301040","253010",2012,2021
"4647","023844","IMAGE CHAIN GROUP LTD -OLD","ICGL.1","45299C934",NA,"2090","311920","30202030","302020",2015,2016
"4648","023852","FOOD TECHNOLOGY SERVICE INC","VIFL","344798202","0000868267","7389","541990","20201070","202010",1989,2012
"4649","023853","SURGE HOLDINGS INC -OLD","SURG.3","86899F935",NA,"7310","5418","25401010","254010",2014,2017
"4650","023856","FITBIT INC","FIT","33812L102","0001447599","3663","334220","45203010","452030",2010,2019
"4651","023864","EXTERRAN CORP","EXTN","30227H106","0001635881","1389","213112","10101020","101010",2013,2021
"4652","023865","BABCOCK & WILCOX ENTERPRISES","BW","05614L209","0001630805","3510","333611","20104020","201040",2013,2021
"4653","023877","COVENTRY HEALTH CARE INC","CVH","222862104","0001054833","6324","524114","35102030","351020",1990,2012
"4654","023882","EASTERLY ACQUISITION CORP","EACQ","27616L102","0001641197","9995","999990",NA,NA,2015,2017
"4655","023883","GROW SOLUTIONS HLDGS INC","GRSO","399844109","0001104265","5200","444220","25504030","255040",2015,2016
"4656","023888","DIAMOND HILL VAL-WGHTD 500","DHVW","26922A875",NA,"6722","525910",NA,NA,2015,2018
"4657","023889","ENDOCHOICE HOLDINGS INC","GI","29272U103","0001623919","3845","334510","35101010","351010",2012,2015
"4658","023891","RBC QUANT CDN EQ LEADRS ETF","RCE.","74933C100",NA,"6722","525910",NA,NA,2015,2021
"4659","023893","RBC QUANT EQ LEADRS CAD HDGD","RIEH.","74933G101",NA,"6722","525910",NA,NA,2015,2021
"4660","023898","RENTECH INC","RTKHQ","760112201","0000868725","2400","321999","15105010","151050",1990,2016
"4661","023901","RBC QUANT US EQ LDRS CAD HDG","RUEH.","74933E106",NA,"6722","525910",NA,NA,2015,2021
