"NAME","NAMEHCR","STALP","STNAME","BKCLASS","ASSET","CERT","FED_RSSD","org_name","commented","Commented","mean_ASSET","median_ASSET","mean_ASSET_type","median_ASSET_type"
"Kerndt Brothers Savings Bank","Kerndt Bank Services, Inc.","IA","Iowa","NM",275238000,8761,665146,"kerndt brothers savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Sacramento Deposit Bank","Sacramento Bancorp","KY","Kentucky","NM",111810000,8762,180144,"the sacramento deposit bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First & Peoples Bank, Springfield, Kentucky",NA,"KY","Kentucky","NM",5.8e+07,8764,198747,"first & peoples bank, springfield, kentucky",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Union Deposit Bank",NA,"KY","Kentucky","NM",5766000,8765,478319,"union deposit bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Commercial Bank",NA,"KY","Kentucky","NM",144483000,8766,247618,"peoples commercial bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Fifth Third Bank of Boone County, Inc.",NA,"KY","Kentucky","NM",165601000,8769,761114,"the fifth third bank of boone county, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank",NA,"KY","Kentucky","NM",17139000,8770,528746,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Bank of Summer Shade",NA,"KY","Kentucky","NM",9298000,8771,199249,"bank of summer shade",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Springfield State Bank","Springfield Bankshares, Inc.","KY","Kentucky","NM",301738000,8772,197142,"springfield state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Republic Bank of Shelby County",NA,"KY","Kentucky","NM",83664000,8773,958941,"republic bank of shelby county",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Cecilian Bank","First Cecilian Bancorp, Inc.","KY","Kentucky","NM",884584000,8774,982142,"the cecilian bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Columbia","Columbia Bancshares, Inc.","KY","Kentucky","NM",132262000,8775,839246,"bank of columbia",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Crittenden",NA,"KY","Kentucky","NM",26515000,8776,139012,"bank of crittenden",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Louisville",NA,"KY","Kentucky","SM",1805141000,8778,585543,"bank of louisville",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Mt. Zion Deposit Bank",NA,"KY","Kentucky","NM",625000,8780,360311,"mt. zion deposit bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Peoples Bank",NA,"KY","Kentucky","NM",40946000,8783,367114,"peoples bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"The Salt Lick Deposit Bank",NA,"KY","Kentucky","NM",72294000,8784,327015,"the salt lick deposit bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples Exchange Bank","Genbeach Co., Inc.","KY","Kentucky","NM",354066000,8785,129910,"peoples exchange bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Peoples First Bank of Morehead",NA,"KY","Kentucky","NM",44792000,8787,837710,"peoples first bank of morehead",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Citizens Bank",NA,"KY","Kentucky","NM",49765000,8788,334611,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Citizens Bank",NA,"KY","Kentucky","NM",25066000,8789,992918,"citizens bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Green River Bank",NA,"KY","Kentucky","NM",49392000,8791,51347,"green river bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"First Kentucky Bank",NA,"KY","Kentucky","NM",233860000,8795,703244,"first kentucky bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First & Farmers Bank, Inc.",NA,"KY","Kentucky","NM",255485000,8796,767947,"first & farmers bank, inc.",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Guaranty Bank & Trust Company",NA,"LA","Louisiana","NM",421999000,8797,118437,"guaranty bank & trust company",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Cottonport Bank","Mansura Bancshares, Inc.","LA","Louisiana","NM",333944000,8798,473930,"cottonport bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Jackson Parish Bank","Jackson Bancorp, Inc.","LA","Louisiana","NM",67403000,8799,122153,"jackson parish bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Union Bank","Union Bancshares, Incorporated","LA","Louisiana","NM",269661000,8800,144436,"the union bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Peoples State Bank",NA,"LA","Louisiana","NM",487540000,8801,939753,"the peoples state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Saline",NA,"LA","Louisiana","NM",8450000,8802,858751,"bank of saline",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Tallulah State Bank & Trust Company",NA,"LA","Louisiana","NM",31136000,8803,213350,"tallulah state bank & trust company",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Bank of Jena",NA,"LA","Louisiana","NM",71760000,8804,181758,"bank of jena",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The LaSalle State Bank",NA,"LA","Louisiana","NM",38808000,8805,932950,"the lasalle state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Security First National Bank",NA,"LA","Louisiana","N",253146000,8806,184535,"security first national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Iberville Bank",NA,"LA","Louisiana","NM",269194000,8807,88530,"iberville bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Exchange and Savings Bank of Berlin",NA,"MD","Maryland","NM",9317000,8808,41124,"exchange and savings bank of berlin",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Bank of Delmarva","Delmar Bancorp","DE","Delaware","NM",518553000,8810,885225,"the bank of delmarva",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Hebron Savings Bank","Hsb Bancorp, Inc.","MD","Maryland","NM",570657000,8811,780722,"hebron savings bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Provident State Bank, Inc.","Psb Holding Corp.","MD","Maryland","NM",377827000,8813,169327,"provident state bank, inc.",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Home Bank",NA,"MD","Maryland","NM",47042000,8815,53024,"home bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The Queenstown Bank of Maryland","Queenstown Bancorp Of Maryland, Inc.","MD","Maryland","NM",476837000,8816,429021,"the queenstown bank of maryland",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"United Farmers State Bank","Adams Bancshares, Inc.","MN","Minnesota","NM",143896000,8821,328656,"united farmers state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Adrian State Bank","Adrian Building Corporation","MN","Minnesota","NM",44213000,8822,293352,"adrian state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers State Bank of Delavan",NA,"MN","Minnesota","NM",7125000,8823,314958,"farmers state bank of delavan",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Eagle Bank","Eagle Investment Company, Inc.","MN","Minnesota","NM",147297000,8824,1000959,"eagle bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"State Bank of Wheaton","Traverse County Investment Corporation","MN","Minnesota","NM",80275000,8827,808354,"state bank of wheaton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Norwest Bank Austin, National Association",NA,"MN","Minnesota","N",63273000,8828,391052,"norwest bank austin, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"State Bank of Clarks Grove",NA,"MN","Minnesota","NM",27908000,8829,372257,"state bank of clarks grove",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Granger State Bank",NA,"MN","Minnesota","NM",6445000,8830,946452,"granger state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Bank of Sauk Centre","J & B Financial Holdings, Inc.","MN","Minnesota","NM",97322000,8831,769156,"first state bank of sauk centre",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Liberty State Bank",NA,"MN","Minnesota","SM",417177000,8832,767059,"liberty state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Currie State Bank","Currie Bancorporation, Inc.","MN","Minnesota","NM",77430000,8833,343958,"currie state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples State Bank of Frazee",NA,"MN","Minnesota","NM",12338000,8834,998451,"peoples state bank of frazee",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Otisco State Bank",NA,"MN","Minnesota","NM",16085000,8835,815558,"otisco state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"The First State Bank of Rice",NA,"MN","Minnesota","NM",2733000,8836,789154,"the first state bank of rice",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Watson State Bank",NA,"MN","Minnesota","NM",13731000,8837,775858,"watson state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers State Bank of Stephen",NA,"MN","Minnesota","NM",33586000,8838,801551,"farmers state bank of stephen",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First American Bank of Watertown",NA,"MN","Minnesota","NM",24225000,8839,898654,"first american bank of watertown",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Peoples State Bank of Wells","Peoples Equity Corporation","MN","Minnesota","NM",54931000,8840,192651,"peoples state bank of wells",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"21st Century Bank",NA,"MN","Minnesota","NM",51028000,8841,301453,"21st century bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Grand Marais State Bank","Central Trust Company","MN","Minnesota","SM",87886000,8842,945950,"grand marais state bank",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"American Heritage National Bank","American Heritage Holding Company","MN","Minnesota","N",254475000,8843,61757,"american heritage national bank",TRUE,"Commented",2565978874.81297,145717500,8836714015.10574,126448000
"First American State Bank of Sargeant",NA,"MN","Minnesota","NM",7071000,8844,830159,"first american state bank of sargeant",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers and Merchants State Bank of Appleton","Mps Investment Company","MN","Minnesota","NM",44547000,8845,269759,"farmers and merchants state bank of appleton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Beaver Creek State Bank",NA,"MN","Minnesota","NM",7269000,8846,271958,"beaver creek state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Bricelyn",NA,"MN","Minnesota","NM",29442000,8847,107057,"state bank of bricelyn",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"CenBank","Central Trust Company","MN","Minnesota","NM",59452000,8848,308256,"cenbank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Bank of Dalton",NA,"MN","Minnesota","NM",12002000,8849,344450,"first state bank of dalton",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"North Shore Bank of Commerce","North Shore Financial Corporation","MN","Minnesota","SM",266122000,8850,126553,"north shore bank of commerce",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Park State Bank","Park Financial Group, Inc.","MN","Minnesota","NM",48895000,8851,286457,"park state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Community Bank",NA,"MN","Minnesota","NM",120096000,8852,48552,"first community bank",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Glenwood State Bank (Incorporated)",NA,"MN","Minnesota","NM",254288000,8853,975854,"glenwood state bank (incorporated)",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Yellow Medicine County Bank",NA,"MN","Minnesota","NM",78822000,8854,78054,"yellow medicine county bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First Farmers & Merchants National Bank",NA,"MN","Minnesota","N",111560000,8855,91259,"first farmers & merchants national bank",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Ostrander State Bank",NA,"MN","Minnesota","NM",19760000,8856,725956,"ostrander state bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"First State Bank of Grove City",NA,"MN","Minnesota","NM",23743000,8857,79257,"first state bank of grove city",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"State Bank of Chandler","Chandler Bancshares, Inc.","MN","Minnesota","NM",44360000,8858,112556,"state bank of chandler",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Norwest Bank Northfield",NA,"MN","Minnesota","SM",72340000,8859,782753,"norwest bank northfield",FALSE,"Did not comment",915546343.628809,95742500,980466077.890663,131926000
"Minnwest Bank South",NA,"MN","Minnesota","NM",94255000,8861,892755,"minnwest bank south",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Norwest Bank Minnesota Central, National Association",NA,"MN","Minnesota","N",333358000,8862,744751,"norwest bank minnesota central, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Woodland Bank","Remer Bancorporation, Inc.","MN","Minnesota","NM",87145000,8863,788652,"woodland bank",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers State Bank of Watkins","Neisen Bancshares, Inc.","MN","Minnesota","NM",43986000,8864,899156,"farmers state bank of watkins",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
"Farmers State Bank of West Concord","West Concord Bancshares, Inc.","MN","Minnesota","NM",48650000,8865,777254,"farmers state bank of west concord",TRUE,"Commented",2565978874.81297,145717500,641822054.95921,124850000
"Merchants Bank, National Association","Merchants Financial Group, Inc.","MN","Minnesota","N",1616920000,8866,779351,"merchants bank, national association",FALSE,"Did not comment",915546343.628809,95742500,1913680837.6184,95400500
"Ultima Bank Minnesota","Financial Services Of Winger, Inc.","MN","Minnesota","NM",163977000,8867,225157,"ultima bank minnesota",FALSE,"Did not comment",915546343.628809,95742500,308219658.15737,76186000
